"DATE","REGION","AGEGROUP","SEX","DEATHS"
2021-07-31,"Flanders","85+","F",1
2021-08-01,"Flanders","85+","F",1
2021-08-02,"Wallonia","85+","M",1
2021-08-02,"Flanders","85+","F",2
2021-08-02,"Brussels","45-64","F",1
2021-08-02,"Brussels","85+","F",1
2021-08-03,"Wallonia","65-74","F",1
2021-08-03,"Wallonia","75-84","F",1
2021-08-03,"Flanders","85+","M",1
2021-08-03,"Brussels","75-84","M",1
2021-08-03,"Brussels","75-84","F",1
2021-08-04,"Wallonia","45-64","M",1
2021-08-04,"Wallonia","85+","F",1
2021-08-04,"Flanders","85+","F",1
2021-08-04,"Brussels","65-74","M",1
2021-08-05,"Flanders","45-64","F",1
2021-08-05,"Flanders","85+","M",1
2021-08-05,"Brussels","85+","F",1
2021-08-06,"Flanders","85+","F",1
2021-08-06,"Brussels","45-64","M",1
2021-08-06,"Brussels","75-84","M",1
2021-08-07,"Wallonia","65-74","M",1
2021-08-07,"Flanders","85+","M",1
2021-08-07,"Brussels","65-74","M",1
2021-08-08,"Wallonia","75-84","F",1
2021-08-08,"Flanders","85+","F",1
2021-08-08,"Brussels","75-84","M",1
2021-08-09,"Wallonia","65-74","F",1
2021-08-09,"Flanders","65-74","M",1
2021-08-09,"Flanders","75-84","F",1
2021-08-09,"Flanders","85+","F",1
2021-08-09,"Brussels","75-84","M",1
2021-08-10,"Flanders","45-64","M",1
2021-08-10,"Brussels","85+","F",1
2021-08-11,"Brussels","45-64","F",1
2021-08-11,"Brussels","65-74","M",1
2021-08-12,"Wallonia","85+","F",1
2021-08-12,"Flanders","85+","M",1
2021-08-12,"Brussels","75-84","M",1
2021-08-13,"Wallonia","65-74","M",1
2021-08-13,"Flanders","75-84","M",2
2021-08-13,"Brussels","45-64","M",1
2021-08-13,"Brussels","85+","M",1
2021-08-14,"Wallonia","25-44","M",1
2021-08-14,"Wallonia","75-84","M",1
2021-08-14,"Wallonia","85+","M",1
2021-08-14,"Flanders","75-84","F",1
2021-08-15,"Wallonia","85+","M",1
2021-08-15,"Flanders","85+","M",1
2021-08-16,"Wallonia","85+","F",1
2021-08-16,"Flanders","75-84","F",1
2021-08-16,"Flanders","85+","M",1
2021-08-16,"Flanders","85+","F",1
2021-08-16,"Brussels","85+","M",1
2021-08-17,"Wallonia","75-84","M",1
2021-08-17,"Wallonia","85+","F",1
2021-08-17,"Flanders","75-84","F",1
2021-08-18,"Wallonia","85+","M",1
2021-08-18,"Wallonia","85+","F",1
2021-08-18,"Flanders","85+","M",1
2021-08-18,"Brussels","65-74","M",1
2021-08-19,"Wallonia","45-64","M",2
2021-08-19,"Wallonia","75-84","M",1
2021-08-19,"Wallonia","85+","M",3
2021-08-19,"Wallonia","85+","F",2
2021-08-19,"Flanders","75-84","F",1
2021-08-20,"Wallonia","75-84","M",1
2021-08-20,"Wallonia","75-84","F",2
2021-08-20,"Wallonia","85+","M",1
2021-08-20,"Wallonia","85+","F",1
2021-08-20,"Flanders","65-74","M",2
2021-08-20,"Flanders","65-74","F",1
2021-08-20,"Flanders","75-84","M",1
2021-08-21,"Wallonia","75-84","F",1
2021-08-21,"Wallonia","85+","M",1
2021-08-21,"Flanders","65-74","M",1
2021-08-21,"Flanders","75-84","M",1
2021-08-21,"Flanders","75-84","F",1
2021-08-21,"Flanders","85+","M",1
2021-08-21,"Brussels","85+","M",1
2021-08-22,"Wallonia","75-84","M",1
2021-08-22,"Wallonia","75-84","F",2
2021-08-22,"Wallonia","85+","F",1
2021-08-22,"Flanders","75-84","F",1
2021-08-22,"Brussels","45-64","F",1
2021-08-22,"Brussels","75-84","M",1
2021-08-23,"Wallonia","85+","F",1
2021-08-23,"Flanders","85+","F",1
2021-08-23,"Brussels","85+","F",1
2021-08-24,"Wallonia","65-74","M",1
2021-08-24,"Wallonia","85+","M",1
2021-08-24,"Wallonia","85+","F",1
2021-08-24,"Flanders","75-84","M",1
2021-08-24,"Flanders","85+","M",1
2021-08-24,"Brussels","85+","F",1
2021-08-25,"Wallonia","75-84","F",1
2021-08-25,"Wallonia","85+","F",1
2021-08-25,"Flanders","75-84","M",1
2021-08-25,"Flanders","75-84","F",3
2021-08-25,"Flanders","85+","F",1
2021-08-26,"Wallonia","85+","M",1
2021-08-26,"Wallonia","85+","F",1
2021-08-26,"Flanders","45-64","M",1
2021-08-26,"Flanders","85+","M",1
2021-08-26,"Brussels","75-84","F",1
2021-08-26,"Brussels","85+","F",1
2021-08-27,"Wallonia","75-84","F",1
2021-08-27,"Wallonia","85+","M",1
2021-08-27,"Wallonia","85+","F",1
2021-08-27,"Flanders","85+","M",2
2021-08-28,"Wallonia","75-84","F",1
2021-08-28,"Flanders","85+","F",2
2021-08-28,"Brussels","25-44","F",1
2021-08-29,"Wallonia","65-74","M",1
2021-08-29,"Flanders","45-64","F",1
2021-08-29,"Brussels","65-74","F",1
2021-08-29,"Brussels","85+","F",1
2021-08-30,"Wallonia","45-64","F",1
2021-08-30,"Flanders","75-84","M",1
2021-08-30,"Flanders","75-84","F",1
2021-08-30,"Flanders","85+","M",1
2021-08-30,"Brussels","65-74","F",1
2021-08-31,"Wallonia","75-84","F",1
2021-08-31,"Wallonia","85+","M",1
2021-08-31,"Flanders","65-74","F",1
2021-08-31,"Brussels","45-64","M",1
2021-09-01,"Wallonia","65-74","M",1
2021-09-01,"Wallonia","65-74","F",1
2021-09-01,"Wallonia","75-84","M",1
2021-09-01,"Wallonia","85+","F",1
2021-09-01,"Flanders","45-64","M",1
2021-09-01,"Brussels","45-64","M",1
2021-09-01,"Brussels","85+","M",1
2021-09-02,"Wallonia","45-64","M",1
2021-09-02,"Wallonia","85+","M",2
2021-09-02,"Flanders","45-64","F",1
2021-09-02,"Brussels","65-74","M",1
2021-09-02,"Brussels","85+","M",1
2021-09-03,"Wallonia","85+","M",2
2021-09-03,"Wallonia","85+","F",1
2021-09-03,"Flanders","65-74","M",1
2021-09-03,"Flanders","65-74","F",1
2021-09-03,"Brussels","75-84","F",1
2021-09-04,"Wallonia","65-74","F",1
2021-09-04,"Wallonia","85+","F",1
2021-09-04,"Flanders","45-64","F",1
2021-09-04,"Flanders","65-74","M",1
2021-09-04,"Flanders","75-84","F",1
2021-09-04,"Flanders","85+","M",1
2021-09-04,"Flanders","85+","F",1
2021-09-04,"Brussels","65-74","M",1
2021-09-04,"Brussels","75-84","F",1
2021-09-04,"Brussels","85+","M",1
2021-09-05,"Wallonia","65-74","F",1
2021-09-05,"Wallonia","75-84","M",1
2021-09-05,"Flanders","85+","M",2
2021-09-05,"Flanders","85+","F",1
2021-09-05,"Brussels","45-64","M",1
2021-09-05,"Brussels","45-64","F",1
2021-09-05,"Brussels","85+","F",1
2021-09-06,"Wallonia","65-74","M",1
2021-09-06,"Wallonia","75-84","M",1
2021-09-06,"Wallonia","85+","F",1
2021-09-06,"Flanders","75-84","M",1
2021-09-06,"Brussels","65-74","F",1
2021-09-06,"Brussels","75-84","M",1
2021-09-06,"Brussels","85+","F",1
2021-09-07,"Wallonia","45-64","F",1
2021-09-07,"Wallonia","65-74","F",1
2021-09-07,"Wallonia","75-84","F",1
2021-09-07,"Wallonia","85+","M",1
2021-09-07,"Flanders","45-64","M",1
2021-09-07,"Flanders","75-84","M",1
2021-09-07,"Brussels","45-64","F",1
2021-09-07,"Brussels","75-84","M",1
2021-09-07,"Brussels","85+","F",1
2021-09-08,"Wallonia","45-64","F",1
2021-09-08,"Wallonia","65-74","F",1
2021-09-08,"Wallonia","75-84","M",1
2021-09-08,"Wallonia","85+","F",1
2021-09-08,"Flanders","45-64","M",1
2021-09-08,"Flanders","65-74","M",1
2021-09-08,"Flanders","75-84","M",1
2021-09-08,"Brussels","75-84","M",1
2021-09-08,"Brussels","85+","F",1
2021-09-09,"Wallonia","65-74","F",1
2021-09-09,"Wallonia","75-84","M",2
2021-09-09,"Wallonia","85+","M",1
2021-09-09,"Flanders","85+","M",1
2021-09-09,"Flanders","85+","F",1
2021-09-10,"Wallonia","75-84","F",2
2021-09-10,"Flanders","45-64","F",1
2021-09-10,"Flanders","65-74","F",1
2021-09-10,"Brussels","45-64","F",1
2021-09-10,"Brussels","65-74","M",2
2021-09-11,"Wallonia","85+","F",2
2021-09-11,"Flanders","75-84","M",1
2021-09-11,"Flanders","85+","M",1
2021-09-11,"Brussels","45-64","M",1
2021-09-11,"Brussels","65-74","F",1
2021-09-11,"Brussels","85+","F",1
2021-09-12,"Wallonia","45-64","M",1
2021-09-12,"Wallonia","75-84","M",1
2021-09-12,"Wallonia","85+","M",1
2021-09-12,"Flanders","45-64","F",1
2021-09-12,"Flanders","65-74","M",1
2021-09-12,"Flanders","65-74","F",1
2021-09-12,"Flanders","85+","M",1
2021-09-13,"Wallonia","45-64","F",1
2021-09-13,"Wallonia","65-74","M",1
2021-09-13,"Wallonia","65-74","F",1
2021-09-13,"Wallonia","85+","M",1
2021-09-13,"Flanders","65-74","F",1
2021-09-13,"Flanders","85+","M",1
2021-09-13,"Brussels","25-44","M",1
2021-09-14,"Wallonia","65-74","M",1
2021-09-14,"Wallonia","65-74","F",1
2021-09-14,"Flanders","75-84","M",1
2021-09-14,"Flanders","75-84","F",2
2021-09-14,"Flanders","85+","M",1
2021-09-14,"Brussels","75-84","M",1
2021-09-14,"Brussels","85+","F",1
2021-09-15,"Wallonia","45-64","M",1
2021-09-15,"Wallonia","65-74","M",2
2021-09-15,"Wallonia","65-74","F",1
2021-09-15,"Flanders","75-84","M",1
2021-09-15,"Flanders","75-84","F",1
2021-09-15,"Brussels","85+","M",1
2021-09-16,"Wallonia","85+","M",1
2021-09-17,"Flanders","75-84","F",1
2021-09-17,"Brussels","25-44","M",1
2021-09-17,"Brussels","45-64","M",1
2021-09-17,"Brussels","75-84","F",1
2021-09-17,"Brussels","85+","M",1
2021-09-18,"Wallonia","85+","F",1
2021-09-18,"Flanders","45-64","M",1
2021-09-18,"Flanders","45-64","F",1
2021-09-18,"Flanders","65-74","M",1
2021-09-18,"Flanders","85+","M",1
2021-09-18,"Flanders","85+","F",1
2021-09-18,"Brussels","45-64","M",1
2021-09-18,"Brussels","75-84","F",1
2021-09-18,"Brussels","85+","M",1
2021-09-19,"Wallonia","65-74","M",1
2021-09-19,"Wallonia","65-74","F",1
2021-09-19,"Flanders","65-74","F",1
2021-09-19,"Flanders","75-84","M",2
2021-09-19,"Brussels","75-84","M",1
2021-09-19,"Brussels","85+","M",1
2021-09-20,"Wallonia","45-64","F",1
2021-09-20,"Wallonia","65-74","M",1
2021-09-20,"Wallonia","65-74","F",1
2021-09-20,"Wallonia","75-84","M",1
2021-09-20,"Flanders","75-84","M",1
2021-09-20,"Flanders","85+","M",1
2021-09-21,"Wallonia","45-64","M",1
2021-09-21,"Wallonia","65-74","M",1
2021-09-21,"Wallonia","65-74","F",1
2021-09-21,"Wallonia","85+","M",1
2021-09-21,"Brussels","45-64","F",1
2021-09-22,"Wallonia","65-74","M",1
2021-09-22,"Wallonia","85+","F",3
2021-09-22,"Flanders","45-64","M",1
2021-09-22,"Flanders","65-74","M",1
2021-09-22,"Flanders","75-84","F",1
2021-09-22,"Flanders","85+","M",2
2021-09-22,"Brussels","65-74","M",1
2021-09-22,"Brussels","75-84","M",1
2021-09-23,"Wallonia","45-64","M",1
2021-09-23,"Wallonia","45-64","F",1
2021-09-23,"Wallonia","65-74","M",1
2021-09-23,"Wallonia","65-74","F",1
2021-09-23,"Wallonia","85+","M",1
2021-09-23,"Wallonia","85+","F",1
2021-09-23,"Flanders","65-74","M",1
2021-09-23,"Flanders","75-84","M",1
2021-09-23,"Brussels","45-64","F",1
2021-09-23,"Brussels","75-84","M",1
2021-09-23,"Brussels","85+","F",1
2021-09-24,"Wallonia","45-64","M",1
2021-09-24,"Wallonia","65-74","M",1
2021-09-24,"Wallonia","75-84","F",1
2021-09-24,"Wallonia","85+","F",1
2021-09-24,"Flanders","75-84","M",1
2021-09-24,"Flanders","75-84","F",1
2021-09-24,"Brussels","75-84","M",1
2021-09-25,"Wallonia","45-64","M",1
2021-09-25,"Wallonia","85+","M",1
2021-09-25,"Wallonia","85+","F",1
2021-09-25,"Flanders","65-74","M",1
2021-09-25,"Flanders","85+","F",1
2021-09-25,"Brussels","75-84","M",1
2021-09-25,"Brussels","85+","F",1
2021-09-26,"Wallonia","65-74","M",1
2021-09-26,"Wallonia","75-84","M",1
2021-09-26,"Wallonia","85+","M",1
2021-09-26,"Flanders","45-64","M",1
2021-09-26,"Flanders","75-84","M",1
2021-09-26,"Flanders","85+","F",1
2021-09-26,"Brussels","25-44","M",1
2021-09-27,"Wallonia","45-64","F",1
2021-09-27,"Wallonia","65-74","M",2
2021-09-27,"Wallonia","65-74","F",2
2021-09-27,"Wallonia","75-84","M",2
2021-09-27,"Wallonia","75-84","F",1
2021-09-27,"Flanders","65-74","M",1
2021-09-27,"Flanders","75-84","M",2
2021-09-27,"Flanders","85+","F",1
2021-09-27,"Brussels","75-84","F",1
2021-09-28,"Wallonia","75-84","M",2
2021-09-28,"Wallonia","85+","M",1
2021-09-28,"Flanders","85+","F",2
2021-09-28,"Brussels","45-64","M",1
2021-09-28,"Brussels","75-84","M",1
2021-09-29,"Wallonia","65-74","M",1
2021-09-29,"Wallonia","65-74","F",1
2021-09-29,"Wallonia","75-84","M",1
2021-09-29,"Wallonia","75-84","F",1
2021-09-29,"Flanders","25-44","M",1
2021-09-29,"Flanders","65-74","M",1
2021-09-29,"Brussels","65-74","M",1
2021-09-30,"Wallonia","45-64","M",2
2021-09-30,"Wallonia","65-74","F",1
2021-09-30,"Wallonia","75-84","M",1
2021-09-30,"Wallonia","75-84","F",1
2021-09-30,"Wallonia","85+","F",2
2021-09-30,"Flanders","45-64","F",1
2021-09-30,"Flanders","65-74","M",2
2021-09-30,"Flanders","75-84","M",1
2021-10-01,"Wallonia","75-84","F",1
2021-10-01,"Wallonia","85+","F",1
2021-10-01,"Flanders","45-64","M",1
2021-10-01,"Flanders","85+","F",1
2021-10-01,"Brussels","45-64","M",1
2021-10-01,"Brussels","75-84","F",1
2021-10-02,"Wallonia","45-64","M",1
2021-10-02,"Wallonia","45-64","F",1
2021-10-02,"Wallonia","85+","F",1
2021-10-02,"Flanders","0-24","M",1
2021-10-02,"Flanders","25-44","F",1
2021-10-02,"Flanders","75-84","M",1
2021-10-02,"Flanders","85+","M",1
2021-10-02,"Brussels","85+","F",1
2021-10-03,"Wallonia","65-74","M",1
2021-10-03,"Wallonia","65-74","F",1
2021-10-03,"Wallonia","85+","F",1
2021-10-03,"Flanders","85+","M",1
2021-10-03,"Flanders","85+","F",1
2021-10-03,"Brussels","45-64","M",1
2021-10-03,"Brussels","85+","M",1
2021-10-03,"Brussels","85+","F",1
2021-10-04,"Wallonia","25-44","F",1
2021-10-04,"Wallonia","45-64","M",1
2021-10-04,"Wallonia","85+","M",1
2021-10-04,"Flanders","65-74","M",1
2021-10-04,"Brussels","85+","M",1
2021-10-05,"Wallonia","65-74","F",1
2021-10-05,"Wallonia","75-84","M",1
2021-10-05,"Wallonia","75-84","F",1
2021-10-05,"Wallonia","85+","F",1
2021-10-05,"Flanders","25-44","F",1
2021-10-05,"Flanders","45-64","M",1
2021-10-05,"Flanders","65-74","M",1
2021-10-05,"Brussels","65-74","M",2
2021-10-05,"Brussels","65-74","F",2
2021-10-05,"Brussels","75-84","M",1
2021-10-05,"Brussels","75-84","F",1
2021-10-05,"Brussels","85+","M",1
2021-10-06,"Wallonia","45-64","F",1
2021-10-06,"Wallonia","75-84","M",1
2021-10-06,"Wallonia","75-84","F",2
2021-10-06,"Wallonia","85+","F",2
2021-10-06,"Flanders","25-44","M",1
2021-10-06,"Flanders","65-74","F",2
2021-10-06,"Flanders","75-84","F",1
2021-10-06,"Flanders","85+","M",1
2021-10-06,"Brussels","25-44","M",1
2021-10-06,"Brussels","85+","M",1
2021-10-07,"Wallonia","85+","F",1
2021-10-07,"Flanders","45-64","M",1
2021-10-07,"Flanders","65-74","F",1
2021-10-07,"Flanders","75-84","M",1
2021-10-07,"Flanders","75-84","F",2
2021-10-07,"Flanders","85+","M",1
2021-10-07,"Brussels","75-84","M",2
2021-10-07,"Brussels","75-84","F",1
2021-10-07,"Brussels","85+","M",1
2021-10-08,"Wallonia","65-74","M",1
2021-10-08,"Wallonia","65-74","F",1
2021-10-08,"Wallonia","85+","M",1
2021-10-08,"Flanders","75-84","F",1
2021-10-08,"Brussels","45-64","M",1
2021-10-08,"Brussels","45-64","F",2
2021-10-09,"Wallonia","75-84","F",1
2021-10-09,"Wallonia","85+","F",1
2021-10-09,"Flanders","45-64","F",1
2021-10-09,"Flanders","75-84","M",1
2021-10-09,"Flanders","75-84","F",1
2021-10-09,"Flanders","85+","M",2
2021-10-09,"Flanders","85+","F",1
2021-10-09,"Brussels","45-64","F",1
2021-10-09,"Brussels","75-84","M",1
2021-10-09,"Brussels","85+","F",1
2021-10-10,"Wallonia","75-84","F",1
2021-10-10,"Wallonia","85+","M",1
2021-10-10,"Wallonia","85+","F",1
2021-10-10,"Brussels","25-44","M",1
2021-10-11,"Wallonia","45-64","M",1
2021-10-11,"Wallonia","65-74","F",1
2021-10-11,"Wallonia","75-84","M",1
2021-10-11,"Wallonia","85+","F",1
2021-10-11,"Flanders","25-44","M",1
2021-10-11,"Flanders","65-74","M",1
2021-10-11,"Flanders","65-74","F",1
2021-10-11,"Flanders","75-84","M",3
2021-10-11,"Flanders","85+","M",2
2021-10-11,"Brussels","45-64","M",1
2021-10-11,"Brussels","75-84","M",1
2021-10-11,"Brussels","75-84","F",1
2021-10-11,"Brussels","85+","M",1
2021-10-11,"Brussels","85+","F",2
2021-10-12,"Wallonia","45-64","M",2
2021-10-12,"Wallonia","45-64","F",1
2021-10-12,"Wallonia","65-74","F",1
2021-10-12,"Wallonia","85+","M",1
2021-10-12,"Flanders","45-64","M",1
2021-10-12,"Flanders","65-74","M",1
2021-10-12,"Flanders","65-74","F",1
2021-10-12,"Flanders","85+","M",2
2021-10-12,"Flanders","85+","F",1
2021-10-12,"Brussels","75-84","F",1
2021-10-12,"Brussels","85+","M",1
2021-10-13,"Wallonia","65-74","M",2
2021-10-13,"Wallonia","75-84","M",2
2021-10-13,"Flanders","75-84","M",2
2021-10-13,"Brussels","45-64","M",1
2021-10-13,"Brussels","75-84","F",1
2021-10-14,"Wallonia","45-64","M",1
2021-10-14,"Wallonia","65-74","F",1
2021-10-14,"Wallonia","75-84","M",1
2021-10-14,"Wallonia","85+","M",1
2021-10-14,"Flanders","45-64","F",1
2021-10-14,"Flanders","75-84","M",1
2021-10-14,"Flanders","85+","M",1
2021-10-14,"Flanders","85+","F",1
2021-10-14,"Brussels","75-84","F",2
2021-10-15,"Wallonia","45-64","M",1
2021-10-15,"Wallonia","65-74","F",2
2021-10-15,"Wallonia","85+","M",1
2021-10-15,"Wallonia","85+","F",1
2021-10-15,"Flanders","75-84","M",2
2021-10-15,"Flanders","75-84","F",3
2021-10-15,"Flanders","85+","F",6
2021-10-15,"Brussels","65-74","M",1
2021-10-15,"Brussels","85+","M",1
2021-10-16,"Wallonia","45-64","M",1
2021-10-16,"Wallonia","65-74","F",1
2021-10-16,"Wallonia","75-84","M",1
2021-10-16,"Wallonia","75-84","F",1
2021-10-16,"Wallonia","85+","M",1
2021-10-16,"Wallonia","85+","F",1
2021-10-16,"Flanders","85+","M",3
2021-10-16,"Flanders","85+","F",1
2021-10-16,"Brussels","65-74","M",1
2021-10-16,"Brussels","75-84","F",1
2021-10-16,"Brussels","85+","F",2
2021-10-17,"Wallonia","85+","M",1
2021-10-17,"Wallonia","85+","F",1
2021-10-17,"Flanders","45-64","F",1
2021-10-17,"Flanders","65-74","M",1
2021-10-17,"Flanders","65-74","F",1
2021-10-17,"Flanders","85+","F",4
2021-10-17,"Brussels","75-84","M",1
2021-10-18,"Wallonia","45-64","M",1
2021-10-18,"Wallonia","65-74","M",2
2021-10-18,"Wallonia","75-84","M",3
2021-10-18,"Wallonia","75-84","F",1
2021-10-18,"Wallonia","85+","M",1
2021-10-18,"Flanders","65-74","F",3
2021-10-18,"Flanders","75-84","M",2
2021-10-18,"Flanders","85+","M",2
2021-10-18,"Flanders","85+","F",3
2021-10-18,"Brussels","75-84","M",1
2021-10-19,"Wallonia","75-84","M",1
2021-10-19,"Wallonia","75-84","F",2
2021-10-19,"Wallonia","75-84",NA,1
2021-10-19,"Wallonia","85+","F",1
2021-10-19,"Flanders","45-64","F",1
2021-10-19,"Flanders","65-74","F",1
2021-10-19,"Flanders","85+","M",1
2021-10-19,"Flanders","85+","F",2
2021-10-19,"Brussels","75-84","F",3
2021-10-20,"Wallonia","65-74","M",3
2021-10-20,"Wallonia","75-84","M",1
2021-10-20,"Wallonia","85+","M",1
2021-10-20,"Wallonia","85+","F",1
2021-10-20,"Flanders","45-64","M",2
2021-10-20,"Flanders","45-64","F",1
2021-10-20,"Flanders","85+","M",1
2021-10-20,"Flanders","85+","F",1
2021-10-20,"Brussels","45-64","M",1
2021-10-20,"Brussels","75-84","M",1
2021-10-20,"Brussels","75-84","F",1
2021-10-21,"Wallonia","45-64","M",1
2021-10-21,"Wallonia","45-64","F",1
2021-10-21,"Wallonia","85+","M",2
2021-10-21,"Flanders","65-74","M",1
2021-10-21,"Flanders","85+","M",1
2021-10-21,"Flanders","85+","F",2
2021-10-21,"Brussels","65-74","M",1
2021-10-21,"Brussels","65-74","F",1
2021-10-22,"Wallonia","65-74","M",2
2021-10-22,"Wallonia","65-74","F",1
2021-10-22,"Wallonia","75-84","M",1
2021-10-22,"Wallonia","85+","M",2
2021-10-22,"Flanders","25-44","M",1
2021-10-22,"Flanders","45-64","F",1
2021-10-22,"Flanders","65-74","M",1
2021-10-22,"Flanders","65-74","F",1
2021-10-22,"Flanders","85+","M",1
2021-10-22,"Flanders","85+","F",3
2021-10-22,"Brussels","75-84","F",2
2021-10-22,"Brussels","85+","M",2
2021-10-23,"Wallonia","45-64","M",1
2021-10-23,"Wallonia","65-74","M",1
2021-10-23,"Wallonia","65-74","F",1
2021-10-23,"Wallonia","75-84","F",4
2021-10-23,"Wallonia","85+","M",3
2021-10-23,"Wallonia","85+","F",1
2021-10-23,"Flanders","45-64","M",1
2021-10-23,"Flanders","65-74","M",2
2021-10-23,"Flanders","75-84","F",1
2021-10-23,"Flanders","85+","M",1
2021-10-23,"Brussels","65-74","F",2
2021-10-23,"Brussels","75-84","M",1
2021-10-23,"Brussels","85+","M",1
2021-10-24,"Wallonia","65-74","M",1
2021-10-24,"Wallonia","75-84","M",2
2021-10-24,"Wallonia","75-84","F",1
2021-10-24,"Wallonia","85+","M",2
2021-10-24,"Wallonia","85+","F",1
2021-10-24,"Flanders","65-74","M",2
2021-10-24,"Flanders","75-84","M",2
2021-10-24,"Flanders","85+","M",1
2021-10-24,"Flanders","85+","F",2
2021-10-24,"Brussels","75-84","M",2
2021-10-25,"Wallonia","45-64","M",2
2021-10-25,"Wallonia","45-64","F",1
2021-10-25,"Wallonia","65-74","M",1
2021-10-25,"Wallonia","75-84","M",1
2021-10-25,"Wallonia","85+","M",2
2021-10-25,"Wallonia","85+","F",3
2021-10-25,"Flanders","75-84","M",2
2021-10-25,"Flanders","75-84","F",1
2021-10-25,"Flanders","85+","M",1
2021-10-25,"Flanders","85+","F",1
2021-10-25,"Brussels","45-64","F",1
2021-10-25,"Brussels","75-84","M",1
2021-10-25,"Brussels","75-84","F",1
2021-10-26,"Wallonia","45-64","F",1
2021-10-26,"Wallonia","65-74","M",1
2021-10-26,"Wallonia","65-74","F",1
2021-10-26,"Wallonia","75-84","M",2
2021-10-26,"Wallonia","75-84","F",1
2021-10-26,"Wallonia","85+","M",2
2021-10-26,"Wallonia","85+","F",2
2021-10-26,"Flanders","75-84","M",3
2021-10-26,"Flanders","75-84","F",2
2021-10-26,"Flanders","85+","M",2
2021-10-26,"Flanders","85+","F",4
2021-10-26,"Brussels","45-64","M",3
2021-10-26,"Brussels","75-84","M",1
2021-10-26,"Brussels","85+","M",2
2021-10-27,"Wallonia","45-64","M",1
2021-10-27,"Wallonia","65-74","M",1
2021-10-27,"Wallonia","75-84","M",2
2021-10-27,"Wallonia","75-84","F",1
2021-10-27,"Wallonia","85+","M",2
2021-10-27,"Wallonia","85+","F",9
2021-10-27,"Flanders","25-44","M",1
2021-10-27,"Flanders","45-64","M",1
2021-10-27,"Flanders","65-74","M",1
2021-10-27,"Flanders","65-74","F",2
2021-10-27,"Flanders","75-84","M",1
2021-10-27,"Flanders","75-84","F",3
2021-10-27,"Flanders","85+","M",4
2021-10-27,"Flanders","85+","F",2
2021-10-27,"Brussels","85+","M",2
2021-10-28,"Wallonia","75-84","F",2
2021-10-28,"Wallonia","85+","M",1
2021-10-28,"Wallonia","85+","F",2
2021-10-28,"Flanders","65-74","M",1
2021-10-28,"Flanders","65-74","F",2
2021-10-28,"Flanders","75-84","M",2
2021-10-28,"Flanders","85+","M",2
2021-10-28,"Flanders","85+","F",1
2021-10-28,"Brussels","65-74","M",2
2021-10-28,"Brussels","65-74","F",1
2021-10-28,"Brussels","85+","M",1
2021-10-28,"Brussels","85+","F",1
2021-10-29,"Wallonia","45-64","F",1
2021-10-29,"Wallonia","75-84","F",1
2021-10-29,"Wallonia","85+","M",4
2021-10-29,"Wallonia","85+","F",1
2021-10-29,"Flanders","45-64","M",1
2021-10-29,"Flanders","45-64","F",1
2021-10-29,"Flanders","75-84","M",1
2021-10-29,"Flanders","75-84","F",3
2021-10-29,"Flanders","85+","M",1
2021-10-29,"Flanders","85+","F",3
2021-10-29,"Brussels","75-84","M",3
2021-10-29,"Brussels","75-84","F",1
2021-10-30,"Wallonia","45-64","M",2
2021-10-30,"Wallonia","65-74","M",1
2021-10-30,"Wallonia","65-74","F",1
2021-10-30,"Wallonia","75-84","M",1
2021-10-30,"Wallonia","85+","F",3
2021-10-30,"Flanders","65-74","M",1
2021-10-30,"Flanders","75-84","M",1
2021-10-30,"Flanders","85+","M",2
2021-10-30,"Flanders","85+","F",1
2021-10-30,"Brussels","45-64","F",1
2021-10-30,"Brussels","75-84","M",1
2021-10-30,"Brussels","75-84","F",1
2021-10-31,"Wallonia","45-64","F",1
2021-10-31,"Wallonia","65-74","M",1
2021-10-31,"Wallonia","75-84","M",3
2021-10-31,"Wallonia","85+","M",4
2021-10-31,"Flanders","65-74","M",1
2021-10-31,"Flanders","75-84","M",4
2021-10-31,"Flanders","85+","M",1
2021-10-31,"Flanders","85+","F",2
2021-10-31,"Brussels","75-84","M",1
2021-11-01,"Wallonia","25-44","M",1
2021-11-01,"Wallonia","65-74","M",1
2021-11-01,"Wallonia","65-74","F",1
2021-11-01,"Wallonia","75-84","M",1
2021-11-01,"Wallonia","75-84","F",1
2021-11-01,"Wallonia","85+","M",1
2021-11-01,"Wallonia","85+","F",4
2021-11-01,"Flanders","75-84","M",3
2021-11-01,"Flanders","75-84","F",1
2021-11-01,"Flanders","85+","M",4
2021-11-01,"Flanders","85+","F",3
2021-11-01,"Brussels","45-64","M",2
2021-11-01,"Brussels","85+","M",2
2021-11-02,"Wallonia","45-64","F",1
2021-11-02,"Wallonia","65-74","M",2
2021-11-02,"Wallonia","65-74","F",2
2021-11-02,"Wallonia","75-84","F",1
2021-11-02,"Wallonia","85+","M",1
2021-11-02,"Wallonia","85+","F",1
2021-11-02,"Flanders","45-64","F",1
2021-11-02,"Flanders","65-74","M",1
2021-11-02,"Flanders","65-74","F",1
2021-11-02,"Flanders","75-84","M",2
2021-11-02,"Flanders","75-84","F",1
2021-11-02,"Flanders","85+","M",2
2021-11-02,"Flanders","85+","F",2
2021-11-02,"Brussels","65-74","M",1
2021-11-02,"Brussels","85+","M",1
2021-11-03,"Wallonia","65-74","M",1
2021-11-03,"Wallonia","65-74","F",2
